"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId","ts"
"Asian Dub Foundation","Chloe","F","7","Cuevas","264.69832","paid","San Francisco-Oakland-Hayward, CA","758","Rise To The Challenge","49","1.54274E+12"
"Cast Of Camp Rock","Ayla","F","0","Johnson","190.71955","free","Santa Rosa, CA","729","We Rock","63","1.54274E+12"
"The Killers","Chloe","F","8","Cuevas","287.73832","paid","San Francisco-Oakland-Hayward, CA","758","All The Pretty Faces","49","1.54274E+12"
"Yung Berg feat. Young Jeezy & Ludacris","Ayla","F","1","Johnson","177.162","free","Santa Rosa, CA","729","285 (feat. Young Jeezy & Ludacris)","63","1.54274E+12"
"Sin Bandera","Ayla","F","2","Johnson","252.78649","free","Santa Rosa, CA","729","Si Me Besas","63","1.54274E+12"
"Black Eyed Peas","Chloe","F","9","Cuevas","229.61587","paid","San Francisco-Oakland-Hayward, CA","758","Let's Get It Started","49","1.54274E+12"
"OneRepublic","Ayla","F","3","Johnson","208.14322","free","Santa Rosa, CA","729","Apologize","63","1.54274E+12"
"Charlie Louvin","Chloe","F","10","Cuevas","170.86649","paid","San Francisco-Oakland-Hayward, CA","758","I Think I'll Live","49","1.54274E+12"
"Ill Nino","Chloe","F","11","Cuevas","202.57914","paid","San Francisco-Oakland-Hayward, CA","758","Unframed (Album Version)","49","1.54274E+12"
"Coldplay","Chloe","F","12","Cuevas","294.1122","paid","San Francisco-Oakland-Hayward, CA","758","Fix You","49","1.54274E+12"
"Kansas","Chloe","F","13","Cuevas","275.9571","paid","San Francisco-Oakland-Hayward, CA","758","Carry On Wayward Son","49","1.54274E+12"
"Kurtis Blow","Colm","M","0","Santana","353.88036","free","Nashville-Davidson--Murfreesboro--Franklin, TN","722","The Breaks","67","1.54274E+12"
"Chromeo","Sylvie","F","0","Cruz","171.57179","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","717","Momma's Boy","10","1.54274E+12"
"Beach House","Chloe","F","14","Cuevas","322.71628","paid","San Francisco-Oakland-Hayward, CA","758","Walk In The Park","49","1.54274E+12"
"BeyoncÃÂ©","Chloe","F","15","Cuevas","236.35546","paid","San Francisco-Oakland-Hayward, CA","758","Ego","49","1.54274E+12"
"Kid Cudi / MGMT / Ratatat","Chloe","F","16","Cuevas","295.67955","paid","San Francisco-Oakland-Hayward, CA","758","Pursuit Of Happiness (nightmare)","49","1.54274E+12"
"Erin McKeown","Chloe","F","17","Cuevas","292.75383","paid","San Francisco-Oakland-Hayward, CA","758","Daisy And Prudence","49","1.54274E+12"
"Andres Calamaro","Chloe","F","18","Cuevas","263.83628","paid","San Francisco-Oakland-Hayward, CA","758","Los Aviones","49","1.54274E+12"
"Akon","Chloe","F","19","Cuevas","253.77914","paid","San Francisco-Oakland-Hayward, CA","758","Freedom","49","1.54274E+12"
"Los Bunkers","Chloe","F","20","Cuevas","217.83465","paid","San Francisco-Oakland-Hayward, CA","758","Ven AquÃÂ­","49","1.54274E+12"
"Steely Dan","Chloe","F","21","Cuevas","273.94567","paid","San Francisco-Oakland-Hayward, CA","758","Reelin' In The Years","49","1.54274E+12"
"Aterciopelados","Chloe","F","22","Cuevas","169.45587","paid","San Francisco-Oakland-Hayward, CA","758","Complemento","49","1.54274E+12"
"The Avett Brothers","Chloe","F","26","Cuevas","291.36934","paid","San Francisco-Oakland-Hayward, CA","758","Laundry Room","49","1.54274E+12"
"Metallica","Chloe","F","27","Cuevas","284.86485","paid","San Francisco-Oakland-Hayward, CA","758","Fight Fire With Fire","49","1.54274E+12"
"Rihanna","Chloe","F","28","Cuevas","208.40444","paid","San Francisco-Oakland-Hayward, CA","758","Te Amo","49","1.54274E+12"
"Sepultura","Chloe","F","29","Cuevas","238.62812","paid","San Francisco-Oakland-Hayward, CA","758","More Of The Same","49","1.54274E+12"
"Fate","Ryan","M","1","Smith","290.58567","free","San Jose-Sunnyvale-Santa Clara, CA","783","(I Can't Stand) Losing You (2004 Digital Remaster)","26","1.54274E+12"
"Stone Temple Pilots","Chloe","F","30","Cuevas","155.24526","paid","San Francisco-Oakland-Hayward, CA","758","Days Of The Week (Album Version)","49","1.54274E+12"
"Sean Kingston and Justin Bieber","Ryan","M","2","Smith","201.9522","free","San Jose-Sunnyvale-Santa Clara, CA","783","Eenie Meenie","26","1.54274E+12"
"Iron Maiden","Chloe","F","31","Cuevas","233.76934","paid","San Francisco-Oakland-Hayward, CA","758","Run To The Hills (1998 Digital Remaster)","49","1.54274E+12"
"Blackalicious","Chloe","F","32","Cuevas","206.36689","paid","San Francisco-Oakland-Hayward, CA","758","Make You Feel That Way","49","1.54274E+12"
"Deftones","Kinsley","F","2","Young","372.97587","paid","Red Bluff, CA","776","Head Up (LP Version)","85","1.54274E+12"
"Destiny's Child","Chloe","F","33","Cuevas","271.33342","paid","San Francisco-Oakland-Hayward, CA","758","Say My Name","49","1.54274E+12"
"Cat Stevens","Chloe","F","34","Cuevas","167.6273","paid","San Francisco-Oakland-Hayward, CA","758","If You Want To Sing Out_ Sing Out","49","1.54274E+12"
"The Notorious B.I.G.","Kinsley","F","3","Young","239.75138","paid","Red Bluff, CA","776","Playa Hater (Amended Version)","85","1.54274E+12"
"Eminem / Dr. Dre / 50 Cent","Chloe","F","35","Cuevas","297.482","paid","San Francisco-Oakland-Hayward, CA","758","Crack A Bottle","49","1.54274E+12"
"Orchestral Manoeuvres In The Dark","Kinsley","F","4","Young","263.26159","paid","Red Bluff, CA","776","Stay (The Black Rose And The Universal Wheel)","85","1.54274E+12"
"Vangelis","Kinsley","F","5","Young","280.21506","paid","Red Bluff, CA","776","Roxane's Veil","85","1.54274E+12"
"Spandau Ballet","Kinsley","F","6","Young","333.63546","paid","Red Bluff, CA","776","TRUE","85","1.54274E+12"
"The Pussycat Dolls","Kinsley","F","8","Young","197.90322","paid","Red Bluff, CA","776","I'm Done","85","1.54274E+12"
"The Hollies","Kinsley","F","9","Young","252.96934","paid","Red Bluff, CA","776","I'm Down","85","1.54274E+12"
"Lily Allen","Kinsley","F","10","Young","190.95465","paid","Red Bluff, CA","776","LDN","85","1.54274E+12"
"Fall Out Boy","Kinsley","F","11","Young","231.47057","paid","Red Bluff, CA","776","She's My Winona","85","1.54274E+12"
"Metallica","Kinsley","F","12","Young","396.40771","paid","Red Bluff, CA","776","The Unforgiven II","85","1.54274E+12"
"Journey","Hannah","F","0","Calhoun","244.06159","free","Los Angeles-Long Beach-Anaheim, CA","410","Loved By You","64","1.54274E+12"
"O-Zone","Kinsley","F","13","Young","213.7073","paid","Red Bluff, CA","776","Dragostea din tin (ma-ya-hi)","85","1.54275E+12"
"The Spinners","Chloe","F","37","Cuevas","187.27138","paid","San Francisco-Oakland-Hayward, CA","758","It's A Shame","49","1.54275E+12"
"Murs","Kinsley","F","14","Young","256.7571","paid","Red Bluff, CA","776","Bad Man!","85","1.54275E+12"
"Navajita Platea","Chloe","F","38","Cuevas","261.14567","paid","San Francisco-Oakland-Hayward, CA","758","Desde Mi Azotea (Version JDK)","49","1.54275E+12"
"Basshunter","Kinsley","F","15","Young","207.0722","paid","Red Bluff, CA","776","Boten Anna [Radio edit]","85","1.54275E+12"
"Melody Gardot","Chloe","F","39","Cuevas","322.97751","paid","San Francisco-Oakland-Hayward, CA","758","Some Lessons","49","1.54275E+12"
"Maelo Ruiz","Kinsley","F","16","Young","292.77995","paid","Red Bluff, CA","776","Te Va A Doler","85","1.54275E+12"
"Aaliyah","Chloe","F","40","Cuevas","289.88036","paid","San Francisco-Oakland-Hayward, CA","758","At Your Best You Are Love","49","1.54275E+12"
"Dwight Yoakam","Kinsley","F","17","Young","239.3073","paid","Red Bluff, CA","776","You're The One","85","1.54275E+12"
"Coldplay","Chloe","F","41","Cuevas","307.51302","paid","San Francisco-Oakland-Hayward, CA","758","Clocks","49","1.54275E+12"
"Fragma","Kinsley","F","18","Young","440.76363","paid","Red Bluff, CA","776","Everytime You Need Me (Pulsedriver Remix) (Instrumental)","85","1.54275E+12"
"Rihanna","Chloe","F","42","Cuevas","268.25098","paid","San Francisco-Oakland-Hayward, CA","758","Don't Stop The Music","49","1.54275E+12"
"Temple Of The Dog","Kinsley","F","19","Young","243.9571","paid","Red Bluff, CA","776","Hunger Strike","85","1.54275E+12"
"Tears For Fears","Chloe","F","43","Cuevas","255.34649","paid","San Francisco-Oakland-Hayward, CA","758","Head Over Heels","49","1.54275E+12"
"Base Ball Bear","Kinsley","F","20","Young","255.60771","paid","Red Bluff, CA","776","Sayonara-Nostalgia","85","1.54275E+12"
"Train","Chloe","F","44","Cuevas","234.50077","paid","San Francisco-Oakland-Hayward, CA","758","Skyscraper","49","1.54275E+12"
"Rufus Wainwright","Kinsley","F","21","Young","249.62567","paid","Red Bluff, CA","776","Hallelujah","85","1.54275E+12"
"Confederate Railroad","Chloe","F","45","Cuevas","202.57914","paid","San Francisco-Oakland-Hayward, CA","758","Jesus And Mama (LP Version)","49","1.54275E+12"
"Leona Lewis","Kinsley","F","22","Young","203.88526","paid","Red Bluff, CA","776","Forgive Me","85","1.54275E+12"
"Panic At The Disco","Chloe","F","46","Cuevas","259.29098","paid","San Francisco-Oakland-Hayward, CA","758","Behind The Sea [Live In Chicago]","49","1.54275E+12"
"Jesse Cook","Kinsley","F","26","Young","240.43057","paid","Red Bluff, CA","776","Byzantium Underground","85","1.54275E+12"
"Gorillaz","Chloe","F","47","Cuevas","221.20444","paid","San Francisco-Oakland-Hayward, CA","758","Feel Good Inc (Album Version)","49","1.54275E+12"
"Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner","Kinsley","F","27","Young","277.15873","paid","Red Bluff, CA","776","Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile)","85","1.54275E+12"
"Paramore","Chloe","F","48","Cuevas","267.65016","paid","San Francisco-Oakland-Hayward, CA","758","The Only Exception (Album Version)","49","1.54275E+12"
"Yonder Mountain String Band","Kinsley","F","28","Young","297.58649","paid","Red Bluff, CA","776","Boatman's Dance","85","1.54275E+12"
"Nine Inch Nails","Kinsley","F","29","Young","293.69424","paid","Red Bluff, CA","776","Dead Souls (LP Version)","85","1.54275E+12"
"Robert Calvert","Kinsley","F","30","Young","140.61669","paid","Red Bluff, CA","776","The Making Of Midgard (2007 Digital Remaster)","85","1.54275E+12"
"Abydos","Kinsley","F","31","Young","76.85179","paid","Red Bluff, CA","776","Green's Guidance For A Stategy Adventure Game","85","1.54275E+12"
"Karsh Kale","Kinsley","F","32","Young","446.27546","paid","Red Bluff, CA","776","Break of Dawn","85","1.54275E+12"
"Machine Head","Kinsley","F","33","Young","542.58893","paid","Red Bluff, CA","776","Halo (Explicit Album Version)","85","1.54275E+12"
"Orishas","Chloe","F","50","Cuevas","247.43138","paid","San Francisco-Oakland-Hayward, CA","758","Quien Te Dijo","49","1.54275E+12"
"Common / Vinia Mojica / Roy Hargrove / Femi Kuti","Kinsley","F","34","Young","356.07465","paid","Red Bluff, CA","776","Time Traveling (A Tribute To Fela)","85","1.54275E+12"
"Ricardo Montaner","Chloe","F","51","Cuevas","249.41669","paid","San Francisco-Oakland-Hayward, CA","758","Y Como  Es El","49","1.54275E+12"
"Denise Jannah","Kinsley","F","35","Young","477.04771","paid","Red Bluff, CA","776","'Round Midnight","85","1.54275E+12"
"Loudon Wainwright III","Chloe","F","52","Cuevas","147.74812","paid","San Francisco-Oakland-Hayward, CA","758","I Suppose","49","1.54275E+12"
"Seeed","Chloe","F","53","Cuevas","192.80934","paid","San Francisco-Oakland-Hayward, CA","758","Ding (Thing Feat. Saian Supa Crew)","49","1.54275E+12"
"Yung Berg","Chloe","F","54","Cuevas","230.63465","paid","San Francisco-Oakland-Hayward, CA","758","Do That There (featuring Dude 'N Nem)","49","1.54275E+12"
"My Chemical Romance","Ryan","M","0","Smith","184.71138","free","San Jose-Sunnyvale-Santa Clara, CA","789","I'm Not Okay (I Promise) (Live From Sessions@AOL)","26","1.54275E+12"
"Country Joe & The Fish","Chloe","F","55","Cuevas","294.76526","paid","San Francisco-Oakland-Hayward, CA","758","Rockin Round The World","49","1.54275E+12"
"Linkin Park","Ryan","M","1","Smith","208.92689","free","San Jose-Sunnyvale-Santa Clara, CA","789","What I've Done (Album Version)","26","1.54275E+12"
"Emiliana Torrini","Chloe","F","56","Cuevas","257.67138","paid","San Francisco-Oakland-Hayward, CA","758","Me And Armini","49","1.54275E+12"
"Viola","Chloe","F","57","Cuevas","260.25751","paid","San Francisco-Oakland-Hayward, CA","758","Nostalgia Amnesia","49","1.54275E+12"
"Panic At The Disco","Chloe","F","58","Cuevas","114.31138","paid","San Francisco-Oakland-Hayward, CA","758","Folkin' Around [Live In Chicago]","49","1.54275E+12"
"Travis","Chloe","F","59","Cuevas","204.7473","paid","San Francisco-Oakland-Hayward, CA","758","Good Feeling","49","1.54275E+12"
"Kings Of Leon","Chloe","F","60","Cuevas","201.79546","paid","San Francisco-Oakland-Hayward, CA","758","Revelry","49","1.54275E+12"
"The Darkness","Chloe","F","61","Cuevas","206.81098","paid","San Francisco-Oakland-Hayward, CA","758","One Way Ticket [Radio Edit]","49","1.54275E+12"
"Florence + The Machine","Chloe","F","62","Cuevas","168.64608","paid","San Francisco-Oakland-Hayward, CA","758","You've Got The Love","49","1.54275E+12"
"Frumpies","Anabelle","F","0","Simpson","134.47791","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","455","Hello Kitty","69","1.5419E+12"
"Kenny G with Peabo Bryson","Anabelle","F","1","Simpson","264.75057","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","455","By The Time This Night Is Over","69","1.5419E+12"
"Biffy Clyro","Anabelle","F","2","Simpson","189.83138","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","455","God & Satan","69","1.5419E+12"
"HIM","Lily","F","1","Burns","212.06159","free","New York-Newark-Jersey City, NY-NJ-PA","456","Beautiful","32","1.54191E+12"
"Matmos","Joseph","M","0","Gutierrez","1449.11628","free","Columbia, SC","284","Supreme Balloon","75","1.54191E+12"
"Gary Allan","Ryann","F","0","Smith","259.83955","free","Palestine, TX","328","The One","92","1.54193E+12"
"Miracle Fortress","Ryann","F","1","Smith","200.9073","free","Palestine, TX","328","Five Roses","92","1.54193E+12"
"Don Omar","Ryann","F","2","Smith","261.35465","free","Palestine, TX","328","Cuentale","92","1.54193E+12"
"Jay-Z","Ryann","F","3","Smith","212.27057","free","Palestine, TX","328","D'Evils","92","1.54193E+12"
"Red Hot Chili Peppers","Ryann","F","4","Smith","231.33995","free","Palestine, TX","328","Easily (Album Version)","92","1.54193E+12"
"Flogging Molly","Chloe","F","1","Cuevas","361.9522","free","San Francisco-Oakland-Hayward, CA","437","Rebels of the Sacred Heart","49","1.54193E+12"
"Reverend Horton Heat","Chloe","F","2","Cuevas","158.64118","free","San Francisco-Oakland-Hayward, CA","437","Now_ Right Now","49","1.54193E+12"
"Sea Wolf","Chloe","F","3","Cuevas","232.61995","free","San Francisco-Oakland-Hayward, CA","437","I Made A Resolution","49","1.54193E+12"
"Jason Mraz & Colbie Caillat","Chloe","F","4","Cuevas","189.6224","free","San Francisco-Oakland-Hayward, CA","437","Lucky (Album Version)","49","1.54193E+12"
"Jamie Lidell","Chloe","F","5","Cuevas","175.25506","free","San Francisco-Oakland-Hayward, CA","437","Enoughs Enough","49","1.54193E+12"
"Feist","Chloe","F","6","Cuevas","212.79302","free","San Francisco-Oakland-Hayward, CA","437","Mushaboom (Postal Service Mix)","49","1.54193E+12"
"Sex Slaves","Chloe","F","12","Cuevas","175.51628","free","San Francisco-Oakland-Hayward, CA","437","We're Going Out Tonight","49","1.54193E+12"
"Rise Against","Chloe","F","1","Cuevas","169.482","free","San Francisco-Oakland-Hayward, CA","469","To Them These Streets Belong","49","1.54194E+12"
"BeyoncÃÂ©","Mohammad","M","1","Rodriguez","359.54893","free","Sacramento--Roseville--Arden-Arcade, CA","441","Get Me Bodied","88","1.54194E+12"
"Nate Dogg","Mohammad","M","2","Rodriguez","356.38812","free","Sacramento--Roseville--Arden-Arcade, CA","441","Never Leave Me Alone","88","1.54194E+12"
"Taylor Swift","Cierra","F","1","Finley","233.89995","free","Richmond, VA","443","Love Story","96","1.54195E+12"
"Lynyrd Skynyrd","Ryan","M","0","Smith","216.60689","free","San Jose-Sunnyvale-Santa Clara, CA","452","Sweet home Alabama","26","1.54195E+12"
"Kelis","Cierra","F","2","Finley","293.58975","free","Richmond, VA","443","Caught Out There (Explicit)","96","1.54195E+12"
"The Kills","Cierra","F","3","Finley","203.38893","free","Richmond, VA","443","Last Day Of Magic","96","1.54195E+12"
"Collie Buddz featuring Paul Wall","Aleena","F","1","Kirby","271.62077","paid","Waterloo-Cedar Falls, IA","448","What A Feeling","44","1.54195E+12"
"Charttraxx Karaoke","Cierra","F","4","Finley","225.17506","free","Richmond, VA","443","Fireflies","96","1.54195E+12"
"Band Of Horses","Aleena","F","2","Kirby","321.14893","paid","Waterloo-Cedar Falls, IA","448","The Funeral (Album Version)","44","1.54195E+12"
"Coldplay","Aleena","F","3","Kirby","307.51302","paid","Waterloo-Cedar Falls, IA","448","Clocks","44","1.54195E+12"
"Bon Jovi","Aleena","F","4","Kirby","228.75383","paid","Waterloo-Cedar Falls, IA","448","Have A Nice Day","44","1.54195E+12"
"P.O.D.","Aleena","F","5","Kirby","203.7024","paid","Waterloo-Cedar Falls, IA","448","Alive (2006 Remastered Album Version)","44","1.54195E+12"
"Bloc Party","Aleena","F","6","Kirby","222.04036","paid","Waterloo-Cedar Falls, IA","448","Plans (Replanned by Mogwai)","44","1.54195E+12"
"Los Prisioneros","Aleena","F","7","Kirby","211.12118","paid","Waterloo-Cedar Falls, IA","448","Pa Pa Pa","44","1.54195E+12"
"Octopus Project","Aleena","F","8","Kirby","175.25506","paid","Waterloo-Cedar Falls, IA","448","Lots More Stairs","44","1.54195E+12"
"Roudoudou","Aleena","F","9","Kirby","18.41587","paid","Waterloo-Cedar Falls, IA","448","Ecoute Ce Scratch","44","1.54195E+12"
"Africando","Aleena","F","10","Kirby","253.54404","paid","Waterloo-Cedar Falls, IA","448","Tierra Tradicional","44","1.54195E+12"
"RUN-DMC Featuring Method Man_ Kenny Cash_ Mike Ransom_ and Jamel Simmons","Aleena","F","11","Kirby","266.52689","paid","Waterloo-Cedar Falls, IA","448","Simmons Incorporated","44","1.54195E+12"
"Graham Coxon","Colm","M","1","Santana","197.14567","free","Nashville-Davidson--Murfreesboro--Franklin, TN","414","I'm Goin' Away","67","1.54195E+12"
"Queens Of The Stone Age","Aleena","F","12","Kirby","231.02649","paid","Waterloo-Cedar Falls, IA","448","In The Fade","44","1.54195E+12"
"Dance Gavin Dance","Colm","M","2","Santana","193.30567","free","Nashville-Davidson--Murfreesboro--Franklin, TN","414","Strawberry AndrÃÂ© (Album Version)","67","1.54195E+12"
"Passion Pit","Aleena","F","13","Kirby","243.69587","paid","Waterloo-Cedar Falls, IA","448","Eyes As Candles","44","1.54195E+12"
"Black Eyed Peas","Colm","M","4","Santana","229.61587","free","Nashville-Davidson--Murfreesboro--Franklin, TN","414","Let's Get It Started","67","1.54195E+12"
"Plastic Bertrand","Colm","M","5","Santana","180.00934","free","Nashville-Davidson--Murfreesboro--Franklin, TN","414","Ca plane pour moi","67","1.54195E+12"
"Cream","Colm","M","6","Santana","166.5824","free","Nashville-Davidson--Murfreesboro--Franklin, TN","414","Strange Brew","67","1.54195E+12"
"Coldplay","Colm","M","7","Santana","284.39465","free","Nashville-Davidson--Murfreesboro--Franklin, TN","414","A Message","67","1.54195E+12"
"Cute Is What We Aim For","Colm","M","8","Santana","172.22485","free","Nashville-Davidson--Murfreesboro--Franklin, TN","414","Sweat the Battle Before the Battle Sweats You (Album Version)","67","1.54195E+12"
"Metallica","Connar","M","0","Moreno","256.9922","free","Houston-The Woodlands-Sugar Land, TX","218","Of Wolf And Man","62","1.54195E+12"
"The Kills","Connar","M","1","Moreno","217.70404","free","Houston-The Woodlands-Sugar Land, TX","218","Tape Song","62","1.54195E+12"
"Foo Fighters","Connar","M","2","Moreno","271.38567","free","Houston-The Woodlands-Sugar Land, TX","218","The Pretender","62","1.54195E+12"
"Plaid","Connar","M","3","Moreno","260.96281","free","Houston-The Woodlands-Sugar Land, TX","218","Eyen [Chosen by fans on Warp20.net]","62","1.54195E+12"
"The Van Pelt","Theodore","M","1","Harris","208.71791","free","Red Bluff, CA","462","It's New To Me","14","1.54196E+12"
"44","Ryan","M","1","Smith","224.57424","free","San Jose-Sunnyvale-Santa Clara, CA","472","Make You Smile","26","1.54196E+12"
"Chris Brown","Rylan","M","1","George","275.1473","free","Birmingham-Hoover, AL","446","I May Never Find","16","1.54196E+12"
"KT Tunstall","Ryan","M","2","Smith","170.47465","free","San Jose-Sunnyvale-Santa Clara, CA","472","Black Horse And The Cherry Tree (Radio Version)","26","1.54196E+12"
"Cascada","Rylan","M","2","George","184.39791","free","Birmingham-Hoover, AL","446","Kids In America","16","1.54196E+12"
"Incubus","Ryan","M","3","Smith","293.38077","free","San Jose-Sunnyvale-Santa Clara, CA","472","Black Heart Inertia","26","1.54196E+12"
"Miike Snow","Tegan","F","1","Levine","220.83873","paid","Portland-South Portland, ME","435","Black & Blue","80","1.54197E+12"
"Cartola","Tegan","F","2","Levine","208.92689","paid","Portland-South Portland, ME","435","Sala De RecepÃÂ§ÃÂ£o","80","1.54197E+12"
"Kill The Client","Tegan","F","3","Levine","70.68689","paid","Portland-South Portland, ME","435","Commander In Thief","80","1.54197E+12"
"Wolfmother","Tegan","F","5","Levine","175.82975","paid","Portland-South Portland, ME","435","Woman","80","1.54197E+12"
"Old Crow Medicine Show","Tegan","F","6","Levine","231.73179","paid","Portland-South Portland, ME","435","Wagon Wheel","80","1.54197E+12"
"Architecture In Helsinki","Tegan","F","7","Levine","173.73995","paid","Portland-South Portland, ME","435","Debbie","80","1.54197E+12"
"Charlie Louvin","Tegan","F","8","Levine","170.86649","paid","Portland-South Portland, ME","435","I Think I'll Live","80","1.54197E+12"
"Miguel Morales","Tegan","F","9","Levine","270.78485","paid","Portland-South Portland, ME","435","La Derrota de Un Don Juan","80","1.54197E+12"
"Dominique A","Tegan","F","10","Levine","153.20771","paid","Portland-South Portland, ME","435","Le Courage Des Oiseaux","80","1.54197E+12"
"Cock Sparrer","Tegan","F","11","Levine","203.25832","paid","Portland-South Portland, ME","435","Run With The Blind","80","1.54197E+12"
"Jimmy Wakely","Tegan","F","12","Levine","165.74649","paid","Portland-South Portland, ME","435","I Love You So Much It Hurts","80","1.54197E+12"
"Peter Doherty","Tegan","F","13","Levine","217.02485","paid","Portland-South Portland, ME","435","A Little Death Around the Eyes","80","1.54197E+12"
"Katy Perry","Tegan","F","14","Levine","246.41261","paid","Portland-South Portland, ME","435","Thinking Of You","80","1.54197E+12"
"Sidewalk Prophets","Molly","F","0","Taylor","260.62322","free","St. Louis, MO-IL","464","You Love Me Anyway (Album)","35","1.54197E+12"
"Rise Against","Molly","F","1","Taylor","221.17832","free","St. Louis, MO-IL","464","Torches","35","1.54197E+12"
"K'Naan","Molly","F","2","Taylor","220.49914","free","St. Louis, MO-IL","464","Wavin'  Flag","35","1.54197E+12"
"Patrick Jumpen","Ryan","M","0","Smith","208.87465","free","San Jose-Sunnyvale-Santa Clara, CA","480","Holiday","26","1.54198E+12"
"Alicia Keys","Ryan","M","1","Smith","216.47628","free","San Jose-Sunnyvale-Santa Clara, CA","480","Empire State Of Mind (Part II) Broken Down","26","1.54198E+12"
"Sydney Youngblood","Jacob","M","53","Klein","238.07955","paid","Tampa-St. Petersburg-Clearwater, FL","954","Ain't No Sunshine","73","1.54345E+12"
"Gang Starr","Layla","F","88","Griffin","151.92771","paid","Lake Havasu City-Kingman, AZ","984","My Advice 2 You (Explicit)","24","1.54345E+12"
"3OH!3","Layla","F","89","Griffin","192.522","paid","Lake Havasu City-Kingman, AZ","984","My First Kiss (Feat. Ke$ha) [Album Version]","24","1.54345E+12"
"RÃÂ¶yksopp","Jacob","M","54","Klein","369.81506","paid","Tampa-St. Petersburg-Clearwater, FL","954","The Girl and The Robot","73","1.54345E+12"
"Kajagoogoo","Layla","F","90","Griffin","223.55546","paid","Lake Havasu City-Kingman, AZ","984","Too Shy","24","1.54345E+12"
"The Jimmy Castor Bunch","Layla","F","91","Griffin","306.54649","paid","Lake Havasu City-Kingman, AZ","984","Potential","24","1.54345E+12"
"Ministry","Jacob","M","55","Klein","186.69669","paid","Tampa-St. Petersburg-Clearwater, FL","954","The Great Satan (What Would Satan Do Mix)","73","1.54345E+12"
"Bouncing Souls","Jacob","M","56","Klein","117.31546","paid","Tampa-St. Petersburg-Clearwater, FL","954","The Screamer","73","1.54345E+12"
"Tegan And Sara","Layla","F","92","Griffin","129.67138","paid","Lake Havasu City-Kingman, AZ","984","Knife Going In (Album Version)","24","1.54345E+12"
"Silverchair","Layla","F","93","Griffin","242.96444","paid","Lake Havasu City-Kingman, AZ","984","The Greatest View (Album Version)","24","1.54345E+12"
"Enigma","Layla","F","94","Griffin","242.78159","paid","Lake Havasu City-Kingman, AZ","984","T.N.T. For The Brain (112 Bpm) (Radio Edit)","24","1.54345E+12"
"Anis","Layla","F","95","Griffin","278.12526","paid","Lake Havasu City-Kingman, AZ","984","Mon MÃÂ©tro","24","1.54345E+12"
"Seal","Layla","F","96","Griffin","254.06649","paid","Lake Havasu City-Kingman, AZ","984","Fly Like An Eagle","24","1.54345E+12"
"UNKLE Feat. Josh Homme","Layla","F","97","Griffin","307.19955","paid","Lake Havasu City-Kingman, AZ","984","Restless","24","1.54345E+12"
"Dwight Yoakam","Layla","F","98","Griffin","239.3073","paid","Lake Havasu City-Kingman, AZ","984","You're The One","24","1.54345E+12"
"Elastica","Layla","F","99","Griffin","141.92281","paid","Lake Havasu City-Kingman, AZ","984","Blue","24","1.54345E+12"
"Capone-N-Noreaga","Layla","F","100","Griffin","194.82077","paid","Lake Havasu City-Kingman, AZ","984","Channel 10","24","1.54345E+12"
"Morris Day","Layla","F","101","Griffin","442.46159","paid","Lake Havasu City-Kingman, AZ","984","The Oak Tree (Album Version)","24","1.54345E+12"
"Foo Fighters","Layla","F","102","Griffin","302.91546","paid","Lake Havasu City-Kingman, AZ","984","What If I Do?","24","1.54345E+12"
"Olive","Layla","F","103","Griffin","264.12363","paid","Lake Havasu City-Kingman, AZ","984","You're Not Alone","24","1.54345E+12"
"Olle Adolphson","Layla","F","104","Griffin","202.39628","paid","Lake Havasu City-Kingman, AZ","984","En Glad Calypso Om VÃÂ¥ren (Live '62)","24","1.54345E+12"
"Streetlight Manifesto","Ava","F","0","Robinson","303.33342","free","New Haven-Milford, CT","1011","Down_ Down_ Down To Mehphisto's Cafe (Album Version)","50","1.54345E+12"
"Frank Reyes","Layla","F","105","Griffin","239.67302","paid","Lake Havasu City-Kingman, AZ","984","Tu Eres Ajena","24","1.54345E+12"
"Andres Calamaro","Layla","F","106","Griffin","217.5473","paid","Lake Havasu City-Kingman, AZ","984","Estadio Azteca","24","1.54345E+12"
"Zero 7","Layla","F","107","Griffin","279.562","paid","Lake Havasu City-Kingman, AZ","984","Sleeper","24","1.54345E+12"
"Mark Ronson featuring Tiggers","Layla","F","108","Griffin","245.18485","paid","Lake Havasu City-Kingman, AZ","984","Toxic","24","1.54345E+12"
"Keith Sweat","Layla","F","109","Griffin","295.78404","paid","Lake Havasu City-Kingman, AZ","984","Merry Go Round (Remastered Single Version)","24","1.54345E+12"
"Wakey!Wakey!","Layla","F","110","Griffin","145.03138","paid","Lake Havasu City-Kingman, AZ","984","Square Peg Round Hole","24","1.54346E+12"
"The Mercury Program","Layla","F","111","Griffin","292.362","paid","Lake Havasu City-Kingman, AZ","984","Eqypt","24","1.54346E+12"
